xShift,crossingAngle,axialRotation,zShift,density
8.16734834901686,-40.00576938229781,57.292706916069854,3.7472790244904184,1.0
8.858613424471748,-37.88800517245379,80.86542530105066,3.645667124911686,1.0
8.0,-38.74267378654727,78.92467673022722,1.3666074288834396,1.0
8.93108803356999,-41.47617171427987,70.27793240205521,0.888309899109003,1.0
8.411242660384259,-44.464158826093794,77.789535822864,4.567418652308338,1.0
8.0,-44.317961735997955,55.051876840852344,5.136352737753223,0.99
8.649166651003373,-44.61091330118549,93.41860667974211,5.912144654141198,0.97
8.573571479103816,-45.0,65.94056753589658,0.05290216679887716,0.99
8.598303780047214,-41.87850701467419,77.78422046501186,4.676427332567441,1.0
8.588116000763552,-38.545363902715806,51.92632130831191,2.843807749874548,1.0
8.646606560815812,-35.860178557536024,68.07395977254903,0.9990313012971382,0.98
8.323103968657733,-36.598007707618855,54.999863384634374,2.9628967937810406,0.91
9.0,-37.1283374660049,84.96623229433632,1.886435291440396,1.0
8.738962454536535,-40.65827934954805,58.59426291948275,0.7413724021348351,0.99
8.511299623346583,-38.96193464221508,55.35429487805843,2.3852929857419367,1.0
8.668990751403268,-44.3033559544736,77.5470701850448,1.5019668688123793,1.0
8.371238752484938,-37.107859367776996,72.60678234756054,4.871216362404661,1.0
8.913541582613021,-37.583725319360454,90.38533060505492,1.4990713296154587,0.92
8.88378389352244,-39.77964286006229,64.72796067221294,4.85630391386583,1.0
8.0,-38.32601641840652,73.75460821357977,2.818694129561666,1.0
8.344222233037643,-45.0,99.53438263145719,2.926206936739873,0.88
8.5865264780009,-35.0,60.61331064445564,2.954443742953335,1.0
8.192056623957738,-44.31137928571617,88.26577142700735,4.251780025309676,1.0
8.503940896037005,-39.77112760792962,67.1962173645695,4.3742717211397775,1.0
8.893552941117544,-41.64127675451809,73.89335389047265,2.6933651724743686,1.0
8.743504235979998,-37.269551330299024,73.95441027781385,2.613986956919045,1.0
8.599436968945554,-40.25428468805731,68.69928550157658,5.482577134430784,0.99
8.154829743652657,-40.86946812689828,53.525500632854204,2.125562258767381,0.84
8.0,-45.0,66.84332872449188,2.458625397846182,1.0
8.705497881282891,-45.0,69.49455198727028,3.637452726647641,1.0
8.248202557705497,-45.0,55.50568474309709,0.2585277180115517,0.98
8.23940094762487,-44.26505015942431,50.57816323802374,0.45254671166136784,0.93
8.0,-37.55835901012929,58.73340898385331,5.16634032941143,0.98
8.981722638278274,-40.52307199327652,65.01950602857757,0.6639379681896078,1.0
8.017038853955857,-42.27768414351969,58.440367819782466,0.15151765157227004,0.99
8.890591588367355,-43.52770350725472,68.86687806102636,3.728919731346119,1.0
8.870084767324961,-35.57501456225441,61.57558756107101,2.44902648859647,1.0
8.061825321746197,-35.0,53.272532250435816,3.2815711220560875,0.92
8.42185979020618,-45.0,91.83743158678823,4.36674876417988,0.94
8.0,-43.67325093555674,87.77957732516433,4.687630876946301,1.0
8.563377527622619,-43.023963821297926,76.34639401591103,1.3812071063367333,1.0
8.506867637282063,-35.0,82.11293117969653,3.286668122868659,1.0
8.434452639261913,-40.86599377540281,92.34454844080307,1.5931252451316031,1.0
8.228814690590697,-36.51994375991504,92.70927720205168,4.507310648668192,0.92
8.0,-40.94380299900996,60.96236655264774,3.275381306504916,1.0
8.971338802195064,-36.58827007621205,79.75989541318712,2.6801477974670274,1.0
8.214885614988589,-37.19842042236743,65.27883103820659,1.91032676047831,1.0
8.793757735600304,-41.8219627936183,68.92564868166994,2.686803883580655,1.0
8.596189212022344,-35.0,85.55856510823473,5.475526262063046,0.98
8.91094869546585,-42.971200613312085,85.02106344229301,0.8852673592127507,0.98
8.334000249272998,-40.82363117010837,80.07884365442474,3.458399818934813,1.0
8.577067475007597,-39.886556172243836,71.68109115055502,0.9844561461461753,0.98
8.0,-40.36227170068776,50.776411792982096,3.747701711356955,1.0
8.340112835194152,-43.913122101970025,70.7991116507809,2.461028784222339,1.0
8.717755702420021,-39.650768302152684,78.84376606655258,5.489988535993727,1.0
8.124627976088497,-40.1976713795034,57.207029543194146,4.963690545077393,1.0
8.57032784668578,-38.51027469617541,99.86581958863077,5.457834098882766,0.84
8.469565818592727,-39.21180283555604,68.04191311742647,4.855285794663219,1.0
9.0,-36.017060112268915,49.09468169093888,2.261948546348019,0.95
8.591531305478753,-40.95059501250788,64.60300078553178,3.2922138855361336,1.0
8.72044993049465,-44.03837333562137,59.0587092486204,3.0074862665273883,0.99
8.153286973292383,-43.69704167369494,62.11136707456322,1.5197628470573168,1.0
8.742812593735446,-42.1627210494839,78.90533456215458,5.634533737694777,0.99
8.0,-38.35516456657122,79.65039791942807,1.700982062210161,1.0
9.0,-39.91559398761054,98.20904973779709,0.0970617195974991,0.91
8.082596842991192,-36.37521026830773,73.78007771608429,4.9756407680725285,1.0
8.189911222505149,-39.74206430086411,75.96329558888704,1.4498736651044806,1.0
8.40832571367968,-42.58320585306596,67.05581016838832,4.896597426616427,1.0
8.711092414058221,-37.352040121714936,98.43019847825057,2.196016771467038,0.95
8.099095326935952,-38.934782268598575,55.7762678092172,0.6113353112282445,1.0
8.992346710621327,-41.6948295860181,56.616790619178595,3.4358117397262236,0.99
9.0,-35.22594984194954,75.21604414191054,5.305498520297748,1.0
8.243390615234029,-45.0,73.81573700348964,2.866970555067952,1.0
8.82786476620065,-38.93161666912264,68.74141674838246,2.9609517785816584,1.0
8.699235948647376,-44.52618240370767,73.25529654777284,0.8666382600259775,1.0
8.0,-44.765360694691196,52.813428022023594,3.0147480100749933,0.87
8.903967368879732,-37.242716804848484,67.68458251670165,4.84497929519991,1.0
8.538180981598307,-42.48108508038987,59.842664204186946,3.3434219549312036,0.94
8.896011074506044,-43.216599165487665,86.90882082626406,5.239395283996645,0.98
8.44645146535391,-42.55797700811886,79.5718822113908,3.0592797167561736,1.0
8.0,-35.524411773702155,81.85907052658006,5.033095787208526,1.0
8.925168222195675,-36.99379939556747,61.132396832469134,3.49053512502317,1.0
8.497227535075139,-42.5810099977901,72.07996278299186,4.336694907961018,1.0
9.0,-35.30519271065393,80.39415173250153,3.6796833948784204,1.0
8.450066129161147,-35.0,68.11660498763152,1.6778304339791883,1.0
8.0,-44.198476583064256,79.26295640756314,5.392689146798438,1.0
8.194881715813253,-42.467768402854446,87.23982510088773,3.028937680731783,0.88
8.780491979333593,-40.15583439211065,47.15676845561536,1.5450033607786713,0.94
8.101892036324168,-35.35476287178661,57.89639869126368,3.679320450076774,1.0
8.0,-40.86109969814668,77.55205043931937,2.298150842755657,1.0
8.974541959900288,-44.2519455624403,66.51226263511991,5.66824087072076,0.98
8.879676210535743,-37.44278445373048,48.45397950690291,3.5074904690014748,0.93
8.0,-38.14371286377239,84.98556008896072,3.3545165220384856,1.0
9.0,-42.0170643304897,60.58319609813953,0.5680617439540587,0.98
9.0,-41.100496285822246,53.39426208619138,0.13592221564863882,0.97
9.0,-43.40236603065481,85.23623160946825,1.6274332326887624,1.0
8.612391307849792,-36.0692593520938,61.45433714052337,0.9758246154116469,0.99
8.4723777819857,-41.86851922138063,57.05370115106398,4.166847827007164,0.99
9.0,-44.69131203918043,58.53993200362851,0.18080529971385606,0.98
8.49453561878674,-41.03857469714923,49.695458915567336,2.055059483007541,0.88
8.90302744205167,-38.411377392364585,56.38633891872549,2.6802309565495683,0.99
8.208485670325139,-45.0,71.5428924900462,3.763248059076542,1.0
8.020848516473892,-40.98339866178742,53.575497468661204,3.628237914454344,1.0
8.290088892672856,-42.26623789968513,83.61161833764862,4.524708168733226,1.0
8.716799195827525,-38.73759638001559,93.5655216515793,0.9777852499939,0.99
8.532659975940877,-38.70199803975344,81.52622294705145,4.4149880214707995,1.0
